title,author,publisher,year_published,ISBN,category,description,image
Badan - badan Usaha,Dyah Sudarsih,PT Era Pustaka Utama,2008,9786028024068,Sosial,"Buku ini memaparkan tentang badan - badan usaha, jenis dan bentuk badan usaha.",
Badan Usaha,Erna Susilowati,PT Widya Duta Grafika,2010,9795175440,Sosial,"Kegiatan produksi yang dilakukan perorangan maupun kelompok bertujuan meraih keuntungan disebut badan usaha. Lihatlah di sekelilingmu! Kamu pasti akan banyak  menemukan badan usaha, misalnya bakso keliling, salon, bengkel, jasa komunikasi dan lain - lain. Badan usaha tersebut memiliki kelemahan dan kebaikan. Dalam buku ini akan dipaparkan mengenai kelemahan dan kebaikan badan usaha agar kamu dapat membandingkan",
Badai Kehidupan,Kahlil Gibran,Pustaka Anggrek,2008,9789799884473,Sastra,"Andaikata dunia ini menyenangkan  dan berwarna 
Andaikata hidup ini damai penuh makna
Andaikata segala kemunafikan ini sirna
Andaikata kasih manusia tersampaikan tanpa pembeda.
Andaikata semua paham akan badai kehidupan dan meredamnya, sehingga terwujud kebahagiaan.",
Badai dan Angin Topan,Kathy Gemmell,Pakar Raya,2004,9780746020128,Bencana,Buku ini memberi pandangan yang inovatif dan informatif tentang penyebab dan pengaruh bencana dari cuaca yang paling menggemparkan. Buku ini menggali pola - pola cuaca yang rumit yang menghasilkan kondisi badai dan menyelidiki fenomena yang sangat dahsyat yang terjadi di berbagai belahan dunia.,
Bad Girl vs Ketua Osis,Intan ZS,Bintang Media,2018,9786026940216,Sastra,Anak baru yang mendapat julukan bad girl tukang cari ribut di sekolah barunya sering mencari masalah dengan ketua osis yang sangat membenci keributan. Apakah yang terjadi?,
Baby Squirrel Learnt A Lesson And Other Stories,Didik Djunaedi,Cahaya Pustaka Raga,2008,9786028155632,Fabel,Buku cerita ini bercerita tentang binatang yang disajikan dengan bahasa inggris yang sederhana dan disertai dengan gambar - gambar . Setiap cerita mengandung ajaran moral.,
Baboning Pepak Basa Jawa,Budi Anwari,Genta Group,2018,9786026991416,Bahasa,Rupa - rupa kawruh paramasastra kawruh basa kasustraan aksara jawa wayang purwo,
Azab dan Sengsara,Merari Siregar,Balai Pustaka,2001,9794071684,Sastra,"Budi luhur dan ketabahan hati merupakan rangkaian sifat yang sangat terpuji. Apabila hal tersebut telah terpatri dalam diri kita, tentu takdir Tuhan akan diterima dengan penuh keikhlasan.
Demikian sifat gadis Tapanuli yang mengalami bermacam - macam cobaan hidup, sebagai yang dilukiskan dalam buku ini. Kisah sedih bermula dengan kematian ayahnya. Di saat itu kebahagiaannya, sebagai gadis remaja, terenggut secara tiba - tiba. Kemudian, disusul dengan kepergian sang kekasih ke kota Medan, hingga hancurlah segala cita - cita  yang telah terbina bersama sejak lama.
Cobaan hidup yang beruntun datang menimpa, membuat gadis itu dewasa dalam bertindak. Ia curahkan seluruh tenaga, membantu ibunya mencari nafkah untuk menutup kebutuhan hidup sehari - hari, Didikan yang ditanamkan ibunya sejak ia masih kecil, ternyata memegang peranan utama dalam hal ini. Ia mampu menyesuaikan diri dalam suasana dan keadaan sekitarnya.",
"Ayo, Mengukur Volume",Alanna Faradiani,CV Graha Ilmu Mulia,2009,9789797560195,Sains,Buku ini menyuguhkan beragam informasi menarik seputar dunia matematika untuk anak - anak. Dan dalam buku ini terdapat contoh ilustrasi serta beragam benda yang ada di lingkungan anak sehingga dapat menarik rasa ingin tahu anak.,
"Ayo, Mengukur Tinggi",Alanna Faradiani; Dudi Ferdiana,Graha Ilmu Mulia,2009,9789797560171,Matematika,Buku ini berisi bagaimana cara mengukur tinggi.,
"Ayo, Mengukur Luas",Alanna Faradiani,CV Graha Ilmu Mulia,2009,9789797560201,Manajemen,Buku ini berisi bagaimana memahami cara mengukur disajikan memakai pendekatan sederhana melalui tata cara pandang dan perspektif anak dalam kesehariannya.,
"Ayo, Mengukur Kelajuan",Alanna Faradiani,CV Graha Ilmu Mulia,2009,9789797560218,Matematika,"Buku ini berisi satuan ukuran kelajuan, sistem satuan metrik, alat ukur dll",
"Ayo, Bangun Untuk Sholat Subuh",Dewi Asrtuti,Imperial Bhakti Utama,2009,9786028318242,Agama,Buku ini mengajak kita sebagai seorang muslim untuk bangun pada saat sholat shubuh.,
Ayo!.. Membuat Bandeng Presto,Age Widro,PT Panca Anugrah Sakti,2010,9789791420570,Teknologi makanan,Buku ini berisi tata cara pembuatan Bandeng Presto,
Ayo Mengukur Jarak,Alanna Faradiani,CV Graha Ilmu Mulia,2009,9789797560157,Manajemen,"Buku berisi Pengertian jarak, satuan - satuan imperial, mengukur panjang dengan mistar, membuat peta dll",
Ayo Mengukur Berat,Alanna Faradiani; Dudi Ferdiana,Graha Ilmu Mulia,2009,9789797560164,Matematika,Belajar memahami cara mengukur disajikan memakai pendekatan sederhana melalui tata cara pandang dan perspektif anak dalam kesehariannya. Menemukan contoh ilustrasi dan beragam benda yang ada dilingkungan anak.,
Ayo Menggambar,A Said,Azka Press,2006,9797444686,Keterampilan,"Gambar yang indah ialah sebuah gambar dari hasil perpaduan garis - garis dan warna - =warna yang tepat. Kemampuan memadukan garis dan warna membutuhkan keterampilan khusus. Selain bakat yang dimiliki, keterampilan tersebut dapat  dicapai dengan latihan - latihan penguasaan teknik melukis. Buku ini menyajikan teknik melukis secara praktis dengan menggunakan bahasa komunikatif.",
Ayo Mengenal Penyakit Tak Menular,Andriyatie Poerwaningsih,Mediantara,2010,9786028489140,Kesehatan,"Buku ini menjelaskan tentang penyakit tak menular yang sering kali diderita oleh anak, penyebabnya, pengobatannya sebelum dibawa ke dokter atau rumah sakit dan pencegahannya agar tidak menderita penyakit tersebut.",
Ayo Mengenal Penyakit Menular Di Sekitar Kita,Meilany,PT Mediantara Semesta,2010,9789791844505,Kesehatan,"Buku ini menjelaskan beberapa jenis penyakit menular yang berjangkit di masyarakat lengkap dengan penjelasan tentang gejala, masa inkubasi, terapi atau pengobatan, dan pencegahannya. Buku ini disajikan secara informatif, sistematik, dan menarik serta didukung tampilan visual yang sesuai. Pengenalan penyakit menular sejak dini sangat bermanfaat agar anak - anak mempunyai wawasan yang cukup tentang beragam penyakit menular yang ada di sekitar mereka sehari - hari.",
Ayo Mengenal Paragraf,Marsa A H,Wangsa Jatra Lestari,2009,9789790401297,Bahasa,Buku ini membahas tentang paragraf dalam rangka meningkatkan kemampuan berbahasa Indonesia.,
Ayo Mengenal Matahari,Baeti Suharti,Panca Anugerah Sakti,2010,9789791433129,Alam,"Buku ini menjelaskan tentang segala sesuatu yang berkaitan dengan matahari, terjadinya hujan, terjadinya pelangi dan terjadinya angin",
Ayo Mengenal Kerajinan Nusantara,Rahmi Fitriani,Mediantara,2009,9786028489119,Keterampilan,"Banyaknya jumlah suku yang terdapat di Indonesia, menjadikan negeri kita ini kaya akan kebudayaan daerah. Kebudayaan tersebut mencakup: adat istiadat, dan berbagai kerajinan, kerajinan tangan kita telah terkenal di mancanegara diantaranya kain batik, angklung, seni ukir kayu dan batu yang menjadi ciri khas Indonesia.",
Ayo Membuat Nata De Coco,Age Widro,Panca Anugerah Sakti,2010,9789791420563,Teknologi Pangan,"Buku ini berisi tentang menggali potensi pohon kelapa, zat - zat yang terkandung pada air kelapa, pembuatan bibit nata de coco, dan cara membuat nata de coco.",
Ayo Berkebun,B Fariz J M Misbah,PT Kiara Alifiani,2008,9786028169110,Pertanian,"Buku ini mengenalkan tumbuhan, pengolahan tanah, perawatan tanaman dan sebagainya.",
Ayat  -  Ayat Cinta 2,Habiburrahman El Shirazy,Replubika,2015,9786020822150,Sastra,"Jadilah Muslim yang hanif, penuh cinta, dan berakhlakul karimah pada siapa saja itulah kuat novel ini",
Ayah Pemilik Cinta yang Terlupakan,Eidelweis Almira,Zettu,2015,9786027735040,Sastra,"Seorang ayah tak akan begitu nampak cintanya. Ia selalu menyembunyikan cintanya di balik kelembutannya ibu. Rindunya senantiasa terpendam di balik ketegasanya.
Kasihnya akan terlihat setelah ia tiada. Pesannya akan tersimpan saat kita mengenang kalimat - kalimat pedasnya untuk kita, anak yang selalu ingin dijaga dan diayominya.
Sayangnya begitu sejati di balik kekerasanya, mendidik, menjadikan anak = anaknya manusia yang  bisa berarti ,berguna.
Cintanya sangat utuh bisa kita rasakan ketika ia telah meninggalkan kita selamanya",
Ayah Cium Aku Sekali Saja,Nurul Chomaria,Pustaka Iltizam,2009,9789792520743,Psikologi,Buku ini menjelaskan betapa dahsyatnya cinta dan kasih sayang ayah dalam membentuk kepribadian dan kesuksesan anak di masa depannya. Peran istimewa yang tak tergantikan oleh siapapun.,
Awas Bahaya Lidah,Abdullah bin jaarullah,Gema Insani Press,1993,9795611771,Agama,penyebab terbesar manusia masuk ke dalam neraka adalah karena lisan. lisan punya dua penyelewengan. yaitu penyelewengan ketika kita diam dan penyelewengan dalam berbicara.,
Atlas Dunia untuk Anak,Stephani Turnbull dkk,Erlangga,2007,9789790155343,Geografi,Atlas ini merupakan atlas modern,
Atlas Dunia,Shelomi Angeli,Erlangga,2015,9786024342913,Geografi,"Buku ini dilengkapi 117 halaman foto, 200 foto berwarna, 234 kotak fakta menakjubkan, 195 bendera negara di dunia dan 49 globe penunjuk lokasi untuk mempermudah memahami.",
Atlas Digital Indonesia dan Dunia,Agus H Atmadilaga,Remaja Rosdakarya,2007,9796922371,Geografi,Buku ini memberi kemudahan dan pemahaman tentang dasar - dasar membaca peta.,
Athala,Maharani,Aksara Plus,2018,9786021279694,Sastra,"Galak dan cerewet, setidaknya itu yang ada dipikiran Kavi saat pertama  kali bertemu dengan Athala. Mereka teman satu angkatan di sekolah, namun, tidak pernah sekalipun bertegur sapa. Hingga akhirnya, sebuah kecelakaan kecil membuat Kavi harus berurusan setiap hari dengan cewek galak itu. Meskipun Kavi terbilang ganteng, namun Athala tidak begitu saja tertarik karena hatinya masih terikat dengan mantannya Reno. Apalagi, Kavi dikenal bandel dan tukang bolos.
 Kebersamaan mereka selama beberapa waktu, membuat Athala perlahan membuka hatinya untuk Kavi. Tanpa Athala sadari bahwa cowok itu menyimpan sebuah rahasia besar. Rahasia yang akan membuat Athala paham tentang arti kesetiaan dan cinta sejati",
At  -  Tibyan,Abu Zakaria Yahya Bin Syaraf An Nawawi,Al Qowam,2018,9786028417440,Agama,"Buku ini menjelaskan bagaimana cara kita memuliakan al - Qur'an dengan membahas antara lain: Keutamaan pembaca dan penghafalnya, keutamaan qira'ah dan ahluqiraah, keharusan memuliakan ahlulqur'an, adab untuk pengajar, pelajar dan penghafal alQur'an, adab membaca AlQur'an, anjuran membaca ayat dan surah pada waktu serta keadaan tertentu, adab menulis dan memuliakan mushaf. dll.",
Asyiknya Bertanam Sayuran Hias Organik Di Halaman Rumah,Sugeng Budianto,Araska,2016,9786023002511,Tanaman,"Buku ini mengajak dan memandu anda  untuk memulai menanam sayuran organik di halaman rumah yang sekaligus , menjadi taman yang indah.",
Asyiknya Bermain Internet,Ririn Utami WN,Ganeca Exact,2007,9789795714002,Komputer,"Pada era globalisasi saat ini, anak - anak Indonesia perlu diperkenalkan dengan internet agar pada saatnya nanti, mereka dapat bersaing dengan anak - anak bangsa lain dalam hal ilmu pengetahuan dan teknologi.",
Asyik Bermain Musik,Khamim,Widya Duta Grafika,2008,9795175343,Kesenian,"Alat musik banyak digunakan untuk banyak hal. Misalnya untuk mengiringi nyanyian, tarian, pertunjukan, memainkan lagu dalam film, upacara, bahkan untuk kegiatan keagamaan. Buku ini menguraikan tentang jenis - jenis alat musik dan cara memainkannya.",
Assalamualaikum Beijing,Asma Nadia,AsmaNadia Publishing House,2015,9786029055252,Sastra,"Dewa dan Ra adalah busur dan anak panah, keduanya memiliki bidikan yang sama, sebuah titik bernama istana cinta. Namun, arah angin mengubah Dewa. Sebagai busur, dia memilih sasarannya sendiri dan membiarkan anak panah melesat tanpa daya. Sebagai lelaki pengagum mitologi, Zhongwen ibarat ksatria tanpa kuda. Sikapnya santun dan perangainya gagah, tapi langkahnya tak tentu arah. Dia berburu sampai negeri jauh untuk mencari Tuhan sekaligus menemukan Asma, anak panah yang sanggup meruntuhkan tembok besar yang membentengi hatinya. Dan dimanakah Ra ketika dalam kegamangan Asma menelusuri tembok China, menjejakkan kaki di pemakaman prajurit terakota dan menjelajah dunia dongeng si cantik Ashima dari yunani? Dua nama satu cinta. Ra yang mencampakkan Dewa Asma yang berjuang melupakan lelaki yang berahang kukuh yang diam - diam memujanya. Bersama mereka mencoba menaklukkan takdir yang datang menyapa",
Asparagus,Hariyanto,Tiga Serangkai,2008,9789790400054,Tanaman,Buku ini menceritakan keberhasilan anak - anak sekolah dalam membudidayakan asparagus di kebun sekolah mereka. Bagaimanakah menanam asparagus yang benar? Bagaimanakah cara mengawetkannya agar bisa dijadikan makanan kalengan?,
Asih,Risa Saraswati,PT Bukune Kreatif Cipta,2018,9786022202363,Sastra,"Namanya Asih. Asih menjadi nama yang terlalu indah untuk si wajah kaku tanpa senyuman itu, wajah yang lebih baik tak usah tersenyum, ketimbang bermalam - malam dihantui oleh bayangan mengerikan, Entah sejak kapan panggilan Asih tersemat pada dirinya. Saat kali pertama bertemu, aku mengira hanya aku yang dia temui dengan cara seperti itu. Namun, nyatanya tidak cerita demi cerita dari mulut orang tua dan saudara - saudaraku bergulir. Ternyata, jauh sebelum aku lahir, dia sudah sering mencoba mendatangi banyak manusia. Asih, datanglah... Kali ini, gerbang dialog kubuka lebar untukmu. Tapi ingat, aku tak berharap lebih dari sekedar bicara denganmu. Aku tak ingin menjadi teman baikmu. Biarlah aku menjadi jembatan antara pikiran mereka yang mencibir dengan kisah sesungguhnya..",
Asal Usul Danau Toba,Yuliadi Soekardi,Pustaka Setia,2004,9797303330,Cerita Rakyat,"Buku ini menceritakan  tentang Toba, si pemuda desa yang menikah dengan bidadari dan dikaruniai seorang anak bernama samosir. Disampaikan dengan bahasa yang sederhana, ringkas, mudah dipahami, namun sarat makna.",
Art Paper,Suci S,Titian Ilmu,2007,9789791493208,Keterampilan,"Salah satu kebutuhan manusia yang menyebabkan pembukaan hutan dan produksi sampah yang cukup besar adalah kertas. TEtapi dengan menggunakan kertas secara bijaksana kita dapat menyelamatkan sejumlah areal hutan dan mengurangi produksi sampah individu. Sebuah aksi nyata yang dapat dilakukan dengan mudah  dan sederhana oleh semua orang. Buku ini memuat cara - cara mengurangi sampah kertas dan memakai ulang produk kertas, serta secara rinci membahas langkah - langkah melakukan daur ulang kertas.",
Arafat : Rahasia besar bocah Gaza,Arum Faiza,Tinta Medina,2019,9786237011880,Fiksi,"Arafat baru berusia tujuh tahun, tetapi sudah mengalami cobaan hidup yang sangat berat. Arafat, seorang bocah dari Gaza, Palestina. yang pemberani dan sangat menyayangi ibunya. sang ibu menderita penyakit huntington. Dia juga harus mencari ayah kandungnya berbekal kalung berbandul liontin burung mengepakkan sayap.",
Aquascape,Eko Budi Kuncoro,Kanisius,2012,9789792116175,Teknologi,"Aquascape mengedepankan rimbunnya tanaman air sehingga terlihat seperti taman. akuarium ini memang jauh mempesona dibandingkan dengan aquarium konvensional yang hanya berisi ikan.. 
Pada aquascape penekanan pada substrat, tipe sinar yang sesuai untuk fotosintesis tanaman air, filter yang cocok, penambahan  CO2 terlarut dalam air, kualitas air yang sesuai, pupuk untuk tanaman dan lain - lain.",
Aqidah,Abdullah Azzam,Gema Insani Press,1991,,Agama,"Aqidah adalah landasan pokok tegaknya pembinaan ummat, dengan aqidah lah kita menjadi pilar - pilar menuju puncak ketinggian Ad Diin.",
Apresiasi Sastra Indonesia,E Kosasih,Nobel Edumedia,2008,9786028219570,Sastra,"Buku ini menyajikan sejarah sastra indonesia, jenis - jenis karya sastra dan cara mengapresiasi karya sastra.",
Aplikasi Praktis Pengajaran Seni mUsik,Syahroni,PT Karsa Mandiri Persada,2008,9789790050082,Kesenian,"Pada hakikatnya musik adalah seni suara atau seni bunyi, Artinyna, seni musik merupakan suatu hasil karya seni sebagai ungkapan pikiran dan perasaan seniman melalui media bunyi. Belajar musik berarti mempelajari tentang bunyi karena sumber utama musik adalah bunyi, baik bunyi yang dihasilkan oleh suara mulut manusia maupun yang dihasilkan oleh alat musik.",
Aplikasi Praktis  Pengajaran Sastra,Askurifai Baksin,Pribumi Mekar,2008,9786028142366,Pendidikan,"Buku ini berisi, kondisi pengajaran sastra di sekolah, membenahi guru sastra , upaya meningkatkan apresiasi sastra, meningkatkan kreativitas sastra dan politik kanonisasi sastra.",
Apakah Pamanasan Global itu ?,Edi Warsidi,Rizky Aditya,2009,9789791839815,Pemanasan Global,"Buku ini mengajak semua orang untuk memahami pemanasan global, Setidaknya, kita akan lebih menyadari untuk mencintai alam lingkungan yang tiap saat makin rusak. Kita yang berbuat, kita sendirilah yang merasakan dampaknya.",
Anugerah Gunung Merapi,Wiwik Sulistiyorini,Pusat Perbukuan Depdiknas,2005,9797392082,Alam,"Meskipun gunung merapi sering meletus dan menimbulkan bencana, namun tidak selamanya merugikan. Gunung merapi di balik kegarangannya yang mengerikan itu, memberikan anugerah yang melimpah ruah. Di sekitar kawasan gunung merapi justru padat penduduknya.",
Anti Aging: Ingin Hidup 100 Tahun (lagi),Suwignyo Siswosuharjo,Metagraf,2018,9786026328694,Kesehatan,"Memiliki umur panjang dengan fisik bermutu adalah dambaan dari semua orang. Oleh karena itu, harus ada usaha menjaga kesehatan yang semestinya dimulai sedini mungkin. lantas usaha apa yang harus dilakukan?",
